InvoiceNo,CustomerID,InvoiceDate,Country,StockCode,Description,Quantity,UnitPrice,Revenue,Date,DateID
555359,18135.0,2011-06-02 14:04:00,United Kingdom,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,1.45,1.45,2011-06-02 14:04:00,7023
555363,14453.0,2011-06-02 14:15:00,United Kingdom,23040,PAPER LANTERN 9 POINT SNOW STAR ,1,5.75,5.75,2011-06-02 14:15:00,7024
555367,17900.0,2011-06-02 14:28:00,United Kingdom,21927,BLUE/CREAM STRIPE CUSHION COVER ,12,1.25,15.0,2011-06-02 14:28:00,7025
555368,13437.0,2011-06-02 14:30:00,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52,2011-06-02 14:30:00,7026
555381,17900.0,2011-06-02 14:38:00,United Kingdom,46000S,POLYESTER FILLER PAD 40x40cm,12,1.45,17.4,2011-06-02 14:38:00,7027
555382,17133.0,2011-06-02 14:46:00,United Kingdom,23300,GARDENERS KNEELING PAD CUP OF TEA ,96,1.45,139.2,2011-06-02 14:46:00,7028
555383,12517.0,2011-06-02 15:13:00,Germany,22998,TRAVEL CARD WALLET KEEP CALM,4,0.42,1.68,2011-06-02 15:13:00,7029
555385,15658.0,2011-06-02 15:22:00,United Kingdom,23162,REGENCY TEA STRAINER,2,3.75,7.5,2011-06-02 15:22:00,7030
555388,17719.0,2011-06-02 15:48:00,United Kingdom,22624,IVORY KITCHEN SCALES,2,8.5,17.0,2011-06-02 15:48:00,7031
555389,14543.0,2011-06-02 16:26:00,United Kingdom,21936,RED RETROSPOT PICNIC BAG,5,2.95,14.75,2011-06-02 16:26:00,7032
555392,14221.0,2011-06-02 16:59:00,United Kingdom,23226,FILIGREE HEART DAISY WHITE,24,1.25,30.0,2011-06-02 16:59:00,7033
555393,14221.0,2011-06-02 17:00:00,United Kingdom,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,2.49,19.92,2011-06-02 17:00:00,7034
555394,12971.0,2011-06-02 17:03:00,United Kingdom,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,32,0.85,27.2,2011-06-02 17:03:00,7035
555395,12971.0,2011-06-02 17:04:00,United Kingdom,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,32,0.85,27.2,2011-06-02 17:04:00,7036
555396,16529.0,2011-06-02 17:23:00,United Kingdom,90145,SILVER HOOP EARRINGS WITH FLOWER,1,5.95,5.95,2011-06-02 17:23:00,7037
555399,15555.0,2011-06-02 17:41:00,United Kingdom,20727,LUNCH BAG  BLACK SKULL.,3,1.65,4.949999999999999,2011-06-02 17:41:00,7038
555400,14088.0,2011-06-02 17:50:00,United Kingdom,22730,ALARM CLOCK BAKELIKE IVORY,10,3.75,37.5,2011-06-02 17:50:00,7039
555401,14088.0,2011-06-02 17:51:00,United Kingdom,21754,HOME BUILDING BLOCK WORD,26,5.95,154.70000000000002,2011-06-02 17:51:00,7040
555403,12676.0,2011-06-02 18:06:00,Sweden,47566B,TEA TIME PARTY BUNTING,4,4.65,18.6,2011-06-02 18:06:00,7041
555405,17531.0,2011-06-02 19:17:00,United Kingdom,22841,ROUND CAKE TIN VINTAGE GREEN,2,7.95,15.9,2011-06-02 19:17:00,7042
555406,17231.0,2011-06-02 19:50:00,United Kingdom,22297,HEART IVORY TRELLIS SMALL,6,1.25,7.5,2011-06-02 19:50:00,7043
555407,12775.0,2011-06-03 07:48:00,Netherlands,23226,FILIGREE HEART DAISY WHITE,24,1.25,30.0,2011-06-03 07:48:00,7044
555408,13294.0,2011-06-03 08:54:00,United Kingdom,23083,SET 6 PAPER TABLE LANTERN STARS ,6,3.75,22.5,2011-06-03 08:54:00,7045
555410,16239.0,2011-06-03 09:30:00,United Kingdom,21713,CITRONELLA CANDLE FLOWERPOT,16,2.1,33.6,2011-06-03 09:30:00,7046
555412,13069.0,2011-06-03 09:46:00,United Kingdom,22334,DINOSAUR PARTY BAG + STICKER SET,2,1.65,3.3,2011-06-03 09:46:00,7047
555413,17994.0,2011-06-03 09:50:00,United Kingdom,23077,DOUGHNUT LIP GLOSS ,20,1.25,25.0,2011-06-03 09:50:00,7048
555414,16230.0,2011-06-03 10:06:00,United Kingdom,21935,SUKI  SHOULDER BAG,10,1.65,16.5,2011-06-03 10:06:00,7049
555415,14500.0,2011-06-03 10:08:00,United Kingdom,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,12.75,12.75,2011-06-03 10:08:00,7050
555416,14408.0,2011-06-03 10:15:00,United Kingdom,23089,GLASS BON BON JAR,6,1.65,9.899999999999999,2011-06-03 10:15:00,7051
555417,12601.0,2011-06-03 10:17:00,Germany,22426,ENAMEL WASH BOWL CREAM,4,3.75,15.0,2011-06-03 10:17:00,7052
555418,15498.0,2011-06-03 10:19:00,United Kingdom,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,6.95,83.4,2011-06-03 10:19:00,7053
555419,15498.0,2011-06-03 10:20:00,United Kingdom,22625,RED KITCHEN SCALES,2,8.5,17.0,2011-06-03 10:20:00,7054
555420,13458.0,2011-06-03 10:29:00,United Kingdom,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,0.95,22.799999999999997,2011-06-03 10:29:00,7055
555422,12779.0,2011-06-03 10:37:00,Poland,23108,SET OF 10 LED DOLLY LIGHTS,4,6.25,25.0,2011-06-03 10:37:00,7056
555470,12455.0,2011-06-03 11:33:00,Cyprus,POST,POSTAGE,1,18.0,18.0,2011-06-03 11:33:00,7057
555471,16117.0,2011-06-03 11:42:00,United Kingdom,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,1.95,7.8,2011-06-03 11:42:00,7058
555472,16701.0,2011-06-03 11:46:00,United Kingdom,21213,PACK OF 72 SKULL CAKE CASES,120,0.55,66.0,2011-06-03 11:46:00,7059
555473,14700.0,2011-06-03 11:59:00,United Kingdom,21749,LARGE RED RETROSPOT WINDMILL,1,2.1,2.1,2011-06-03 11:59:00,7060
555476,16593.0,2011-06-03 12:17:00,United Kingdom,22055,MINI CAKE STAND  HANGING STRAWBERY,4,1.45,5.8,2011-06-03 12:17:00,7061
555477,12359.0,2011-06-03 12:26:00,Cyprus,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,1.95,19.5,2011-06-03 12:26:00,7062
555478,13777.0,2011-06-03 12:28:00,United Kingdom,21137,BLACK RECORD COVER FRAME,336,3.39,1139.04,2011-06-03 12:28:00,7063
555479,15189.0,2011-06-03 12:35:00,United Kingdom,22427,ENAMEL FLOWER JUG CREAM,24,5.95,142.8,2011-06-03 12:35:00,7064
555485,17722.0,2011-06-03 12:39:00,United Kingdom,22727,ALARM CLOCK BAKELIKE RED ,4,3.75,15.0,2011-06-03 12:39:00,7065
555486,13248.0,2011-06-03 13:05:00,United Kingdom,22630,DOLLY GIRL LUNCH BOX,12,1.95,23.4,2011-06-03 13:05:00,7066
555488,16942.0,2011-06-03 13:43:00,United Kingdom,21622,VINTAGE UNION JACK CUSHION COVER,1,4.95,4.95,2011-06-03 13:43:00,7067
555489,17949.0,2011-06-03 13:48:00,United Kingdom,22197,SMALL POPCORN HOLDER,360,0.72,259.2,2011-06-03 13:48:00,7068
555490,17949.0,2011-06-03 13:50:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,120,10.95,1314.0,2011-06-03 13:50:00,7069
555491,16525.0,2011-06-03 14:10:00,United Kingdom,22457,NATURAL SLATE HEART CHALKBOARD ,48,2.95,141.60000000000002,2011-06-03 14:10:00,7070
555492,16967.0,2011-06-03 14:24:00,United Kingdom,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,1.25,15.0,2011-06-03 14:24:00,7071
555493,13695.0,2011-06-03 14:26:00,United Kingdom,22178,VICTORIAN GLASS HANGING T-LIGHT,24,1.25,30.0,2011-06-03 14:26:00,7072
555494,15737.0,2011-06-03 14:33:00,United Kingdom,23209,LUNCH BAG DOILEY PATTERN ,10,1.65,16.5,2011-06-03 14:33:00,7073
555495,17068.0,2011-06-03 14:42:00,United Kingdom,23200,JUMBO BAG PEARS,10,2.08,20.8,2011-06-03 14:42:00,7074
555496,15405.0,2011-06-03 14:44:00,United Kingdom,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2.95,70.80000000000001,2011-06-03 14:44:00,7075
555497,16659.0,2011-06-03 15:03:00,United Kingdom,21078,SET/20 STRAWBERRY PAPER NAPKINS ,24,0.85,20.4,2011-06-03 15:03:00,7076
555498,13885.0,2011-06-03 15:07:00,United Kingdom,23110,PARISIENNE KEY CABINET ,2,5.75,11.5,2011-06-03 15:07:00,7077
555499,15812.0,2011-06-03 15:31:00,United Kingdom,22824,3 TIER SWEETHEART GARDEN SHELF,1,35.95,35.95,2011-06-03 15:31:00,7078
555500,15508.0,2011-06-03 15:32:00,United Kingdom,23203,JUMBO BAG DOILEY PATTERNS,2,2.08,4.16,2011-06-03 15:32:00,7079
555501,15508.0,2011-06-03 15:37:00,United Kingdom,21625,VINTAGE UNION JACK APRON,1,6.95,6.95,2011-06-03 15:37:00,7080
555504,15508.0,2011-06-03 15:43:00,United Kingdom,23162,REGENCY TEA STRAINER,4,3.75,15.0,2011-06-03 15:43:00,7081
555507,16186.0,2011-06-03 16:39:00,United Kingdom,22030,SWALLOWS GREETING CARD,12,0.42,5.04,2011-06-03 16:39:00,7082
555508,16880.0,2011-06-03 16:45:00,United Kingdom,84946,ANTIQUE SILVER TEA GLASS ETCHED,4,1.25,5.0,2011-06-03 16:45:00,7083
555509,13435.0,2011-06-03 17:07:00,United Kingdom,21463,MIRRORED DISCO BALL ,3,5.95,17.85,2011-06-03 17:07:00,7084
555511,17708.0,2011-06-05 10:12:00,United Kingdom,21718,RED METAL BEACH SPADE ,3,1.25,3.75,2011-06-05 10:12:00,7085
555512,18198.0,2011-06-05 10:37:00,United Kingdom,22178,VICTORIAN GLASS HANGING T-LIGHT,288,1.25,360.0,2011-06-05 10:37:00,7086
555513,12980.0,2011-06-05 10:38:00,United Kingdom,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2.1,100.80000000000001,2011-06-05 10:38:00,7087
555514,17071.0,2011-06-05 10:41:00,United Kingdom,48184,DOORMAT ENGLISH ROSE ,1,7.95,7.95,2011-06-05 10:41:00,7088
555515,17690.0,2011-06-05 10:47:00,United Kingdom,22993,SET OF 4 PANTRY JELLY MOULDS,8,1.25,10.0,2011-06-05 10:47:00,7089
555516,17706.0,2011-06-05 10:50:00,United Kingdom,48184,DOORMAT ENGLISH ROSE ,1,7.95,7.95,2011-06-05 10:50:00,7090
555517,13131.0,2011-06-05 10:54:00,United Kingdom,22634,CHILDS BREAKFAST SET SPACEBOY ,2,9.95,19.9,2011-06-05 10:54:00,7091
555518,14891.0,2011-06-05 10:58:00,United Kingdom,21576,LETS GO SHOPPING COTTON TOTE BAG,6,2.25,13.5,2011-06-05 10:58:00,7092
555519,16682.0,2011-06-05 11:02:00,United Kingdom,21833,CAMOUFLAGE LED TORCH,60,1.69,101.39999999999999,2011-06-05 11:02:00,7093
555520,15038.0,2011-06-05 11:14:00,United Kingdom,47566,PARTY BUNTING,1,4.65,4.65,2011-06-05 11:14:00,7094
555521,13576.0,2011-06-05 11:21:00,United Kingdom,21137,BLACK RECORD COVER FRAME,72,3.39,244.08,2011-06-05 11:21:00,7095
555522,15796.0,2011-06-05 11:29:00,United Kingdom,23166,MEDIUM CERAMIC TOP STORAGE JAR,24,1.04,24.96,2011-06-05 11:29:00,7096
555523,12468.0,2011-06-05 11:36:00,Germany,22331,WOODLAND PARTY BAG + STICKER SET,8,1.65,13.2,2011-06-05 11:36:00,7097
555524,16923.0,2011-06-05 11:37:00,United Kingdom,21155,RED RETROSPOT PEG BAG,1,2.1,2.1,2011-06-05 11:37:00,7098
555525,14709.0,2011-06-05 11:40:00,United Kingdom,21930,JUMBO STORAGE BAG SKULLS,10,1.95,19.5,2011-06-05 11:40:00,7099
555526,14364.0,2011-06-05 11:42:00,United Kingdom,85099F,JUMBO BAG STRAWBERRY,100,1.95,195.0,2011-06-05 11:42:00,7100
555527,14364.0,2011-06-05 11:44:00,United Kingdom,22927,GREEN GIANT GARDEN THERMOMETER,2,5.95,11.9,2011-06-05 11:44:00,7101
555528,15694.0,2011-06-05 11:44:00,United Kingdom,21137,BLACK RECORD COVER FRAME,48,3.39,162.72,2011-06-05 11:44:00,7101
555530,16923.0,2011-06-05 11:46:00,United Kingdom,22698,PINK REGENCY TEACUP AND SAUCER,24,2.95,70.80000000000001,2011-06-05 11:46:00,7102
555531,12678.0,2011-06-05 11:53:00,France,POST,POSTAGE,11,18.0,198.0,2011-06-05 11:53:00,7103
555533,15722.0,2011-06-05 12:12:00,United Kingdom,21907,I'M ON HOLIDAY METAL SIGN,12,2.1,25.200000000000003,2011-06-05 12:12:00,7104
555534,14682.0,2011-06-05 12:12:00,United Kingdom,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,0.65,31.200000000000003,2011-06-05 12:12:00,7104
555535,16458.0,2011-06-05 12:16:00,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,10,1.65,16.5,2011-06-05 12:16:00,7105
555536,17675.0,2011-06-05 12:28:00,United Kingdom,22624,IVORY KITCHEN SCALES,4,8.5,34.0,2011-06-05 12:28:00,7106
555537,15453.0,2011-06-05 12:37:00,United Kingdom,22921,HERB MARKER CHIVES ,9,0.65,5.8500000000000005,2011-06-05 12:37:00,7107
555538,14512.0,2011-06-05 12:39:00,United Kingdom,21535,RED RETROSPOT SMALL MILK JUG,4,2.55,10.2,2011-06-05 12:39:00,7108
555539,14472.0,2011-06-05 12:44:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,1,10.95,10.95,2011-06-05 12:44:00,7109
555540,13668.0,2011-06-05 12:48:00,United Kingdom,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,4,3.75,15.0,2011-06-05 12:48:00,7110
555541,16883.0,2011-06-05 12:51:00,United Kingdom,84795B,SUNSET CHECK HAMMOCK,1,7.95,7.95,2011-06-05 12:51:00,7111
555542,15108.0,2011-06-05 12:51:00,European Community,21675,BUTTERFLIES STICKERS,12,0.85,10.2,2011-06-05 12:51:00,7111
555543,13089.0,2011-06-05 12:59:00,United Kingdom,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,36,1.06,38.160000000000004,2011-06-05 12:59:00,7112
555544,14621.0,2011-06-05 13:05:00,United Kingdom,22379,RECYCLING BAG RETROSPOT ,5,2.1,10.5,2011-06-05 13:05:00,7113
555545,17735.0,2011-06-05 13:08:00,United Kingdom,22469,HEART OF WICKER SMALL,12,1.45,17.4,2011-06-05 13:08:00,7114
555546,17735.0,2011-06-05 13:09:00,United Kingdom,21930,JUMBO STORAGE BAG SKULLS,10,1.95,19.5,2011-06-05 13:09:00,7115
555547,12681.0,2011-06-05 13:13:00,France,23168,CLASSIC SUGAR DISPENSER,12,1.25,15.0,2011-06-05 13:13:00,7116
555548,17811.0,2011-06-05 13:16:00,United Kingdom,21901,"KEY FOB , BACK DOOR ",5,0.65,3.25,2011-06-05 13:16:00,7117
555549,13637.0,2011-06-05 13:24:00,United Kingdom,21900,"KEY FOB , SHED",2,0.65,1.3,2011-06-05 13:24:00,7118
555550,15245.0,2011-06-05 13:29:00,United Kingdom,21907,I'M ON HOLIDAY METAL SIGN,12,2.1,25.200000000000003,2011-06-05 13:29:00,7119
555551,14696.0,2011-06-05 13:32:00,United Kingdom,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,12.600000000000001,2011-06-05 13:32:00,7120
555552,13610.0,2011-06-05 13:44:00,United Kingdom,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,1.04,4.16,2011-06-05 13:44:00,7121
555553,12662.0,2011-06-05 13:45:00,Germany,23204,CHARLOTTE BAG APPLES DESIGN,10,0.85,8.5,2011-06-05 13:45:00,7122
555554,13742.0,2011-06-05 13:46:00,United Kingdom,21922,UNION STRIPE WITH FRINGE  HAMMOCK,6,7.95,47.7,2011-06-05 13:46:00,7123
555555,16963.0,2011-06-05 13:48:00,United Kingdom,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,3.75,15.0,2011-06-05 13:48:00,7124
555556,15704.0,2011-06-05 14:04:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2.55,45.9,2011-06-05 14:04:00,7125
555557,13682.0,2011-06-05 14:06:00,United Kingdom,84813,SET OF 4 DIAMOND NAPKIN RINGS,2,12.75,25.5,2011-06-05 14:06:00,7126
555558,14159.0,2011-06-05 14:06:00,United Kingdom,15056BL,EDWARDIAN PARASOL BLACK,1,5.95,5.95,2011-06-05 14:06:00,7126
555559,13862.0,2011-06-05 14:18:00,United Kingdom,23165,LARGE CERAMIC TOP STORAGE JAR,12,1.45,17.4,2011-06-05 14:18:00,7127
555560,17346.0,2011-06-05 14:20:00,United Kingdom,21930,JUMBO STORAGE BAG SKULLS,4,1.95,7.8,2011-06-05 14:20:00,7128
555561,16654.0,2011-06-05 14:38:00,United Kingdom,22470,HEART OF WICKER LARGE,12,2.55,30.599999999999998,2011-06-05 14:38:00,7129
555562,17841.0,2011-06-05 14:45:00,United Kingdom,22659,LUNCH BOX I LOVE LONDON,1,1.95,1.95,2011-06-05 14:45:00,7130
555564,15005.0,2011-06-05 15:01:00,United Kingdom,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,2.95,5.9,2011-06-05 15:01:00,7131
555565,15298.0,2011-06-05 15:06:00,United Kingdom,22197,SMALL POPCORN HOLDER,36,0.72,25.919999999999998,2011-06-05 15:06:00,7132
555566,14659.0,2011-06-05 15:19:00,United Kingdom,21713,CITRONELLA CANDLE FLOWERPOT,4,2.1,8.4,2011-06-05 15:19:00,7133
555567,17050.0,2011-06-05 15:25:00,United Kingdom,46000M,POLYESTER FILLER PAD 45x45cm,12,1.55,18.6,2011-06-05 15:25:00,7134
555568,17589.0,2011-06-05 15:25:00,United Kingdom,21937,STRAWBERRY   PICNIC BAG,4,2.95,11.8,2011-06-05 15:25:00,7134
555569,12727.0,2011-06-05 15:29:00,France,21084,SET/6 COLLAGE PAPER CUPS,24,0.65,15.600000000000001,2011-06-05 15:29:00,7135
555570,15152.0,2011-06-05 15:36:00,United Kingdom,22831,WHITE BROCANTE SOAP DISH,6,2.95,17.700000000000003,2011-06-05 15:36:00,7136
555571,15462.0,2011-06-05 15:36:00,United Kingdom,21668,RED STRIPE CERAMIC DRAWER KNOB,12,1.25,15.0,2011-06-05 15:36:00,7136
555572,12449.0,2011-06-05 15:37:00,Belgium,21935,SUKI  SHOULDER BAG,10,1.65,16.5,2011-06-05 15:37:00,7137
555573,15349.0,2011-06-05 15:46:00,United Kingdom,22470,HEART OF WICKER LARGE,2,2.55,5.1,2011-06-05 15:46:00,7138
555574,12417.0,2011-06-05 15:46:00,Belgium,23170,REGENCY TEA PLATE ROSES ,12,1.65,19.799999999999997,2011-06-05 15:46:00,7138
555575,14466.0,2011-06-05 15:47:00,United Kingdom,84992,72 SWEETHEART FAIRY CAKE CASES,24,0.55,13.200000000000001,2011-06-05 15:47:00,7139
555576,13410.0,2011-06-05 15:52:00,United Kingdom,22631,CIRCUS PARADE LUNCH BOX ,36,1.95,70.2,2011-06-05 15:52:00,7140
555577,15301.0,2011-06-05 15:53:00,United Kingdom,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,4,3.75,15.0,2011-06-05 15:53:00,7141
555578,15301.0,2011-06-05 15:54:00,United Kingdom,21528,DAIRY MAID TRADITIONAL TEAPOT ,6,6.95,41.7,2011-06-05 15:54:00,7142
555579,13983.0,2011-06-05 16:02:00,United Kingdom,10125,MINI FUNKY DESIGN TAPES,1,0.85,0.85,2011-06-05 16:02:00,7143
555580,13983.0,2011-06-05 16:05:00,United Kingdom,23230,WRAP ALPHABET DESIGN,25,0.42,10.5,2011-06-05 16:05:00,7144
555581,13865.0,2011-06-06 08:04:00,United Kingdom,21742,LARGE ROUND WICKER PLATTER ,2,5.95,11.9,2011-06-06 08:04:00,7145
555582,14312.0,2011-06-06 09:01:00,United Kingdom,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,4,4.15,16.6,2011-06-06 09:01:00,7146
555583,13534.0,2011-06-06 09:03:00,United Kingdom,22997,TRAVEL CARD WALLET UNION JACK,24,0.42,10.08,2011-06-06 09:03:00,7147
555584,16906.0,2011-06-06 09:04:00,United Kingdom,23174,REGENCY SUGAR BOWL GREEN,4,4.15,16.6,2011-06-06 09:04:00,7148
555585,16029.0,2011-06-06 09:12:00,United Kingdom,22207,FRYING PAN UNION FLAG,24,3.75,90.0,2011-06-06 09:12:00,7149
555586,14232.0,2011-06-06 09:12:00,United Kingdom,21747,SMALL SKULL WINDMILL,36,1.25,45.0,2011-06-06 09:12:00,7149
555587,15687.0,2011-06-06 09:13:00,United Kingdom,21175,GIN + TONIC DIET METAL SIGN,12,2.1,25.200000000000003,2011-06-06 09:13:00,7150
555588,16849.0,2011-06-06 09:16:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55,15.299999999999999,2011-06-06 09:16:00,7151
555589,12802.0,2011-06-06 09:36:00,Netherlands,23175,REGENCY MILK JUG PINK ,4,3.25,13.0,2011-06-06 09:36:00,7152
555590,17690.0,2011-06-06 09:39:00,United Kingdom,21668,RED STRIPE CERAMIC DRAWER KNOB,24,1.25,30.0,2011-06-06 09:39:00,7153
555591,15073.0,2011-06-06 09:59:00,United Kingdom,22686,FRENCH BLUE METAL DOOR SIGN No,12,1.25,15.0,2011-06-06 09:59:00,7154
555592,14215.0,2011-06-06 10:04:00,United Kingdom,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2.95,29.5,2011-06-06 10:04:00,7155
555593,16298.0,2011-06-06 10:06:00,United Kingdom,22728,ALARM CLOCK BAKELIKE PINK,4,3.75,15.0,2011-06-06 10:06:00,7156
555594,13880.0,2011-06-06 10:09:00,United Kingdom,47566,PARTY BUNTING,8,4.65,37.2,2011-06-06 10:09:00,7157
555601,15852.0,2011-06-06 11:22:00,United Kingdom,23040,PAPER LANTERN 9 POINT SNOW STAR ,10,5.75,57.5,2011-06-06 11:22:00,7158
555602,16235.0,2011-06-06 11:26:00,United Kingdom,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,6.45,12.9,2011-06-06 11:26:00,7159
555603,16209.0,2011-06-06 11:36:00,United Kingdom,75172,PAINTED SEA SHELL METAL WINDCHIME,12,3.75,45.0,2011-06-06 11:36:00,7160
555604,16612.0,2011-06-06 11:37:00,United Kingdom,22470,HEART OF WICKER LARGE,6,2.55,15.299999999999999,2011-06-06 11:37:00,7161
555620,12748.0,2011-06-06 11:46:00,United Kingdom,22436,12 COLOURED PARTY BALLOONS,20,0.65,13.0,2011-06-06 11:46:00,7162
555626,16103.0,2011-06-06 11:55:00,United Kingdom,22680,FRENCH BLUE METAL DOOR SIGN 5,10,1.25,12.5,2011-06-06 11:55:00,7163
555627,15805.0,2011-06-06 11:57:00,United Kingdom,84596F,SMALL MARSHMALLOWS PINK BOWL,16,1.25,20.0,2011-06-06 11:57:00,7164
555628,15260.0,2011-06-06 11:59:00,United Kingdom,23207,LUNCH BAG ALPHABET DESIGN,10,1.65,16.5,2011-06-06 11:59:00,7165
555630,14732.0,2011-06-06 12:04:00,United Kingdom,20984,12 PENCILS TALL TUBE POSY,24,0.85,20.4,2011-06-06 12:04:00,7166
555631,18118.0,2011-06-06 12:06:00,United Kingdom,22470,HEART OF WICKER LARGE,2,2.55,5.1,2011-06-06 12:06:00,7167
555632,13798.0,2011-06-06 12:16:00,United Kingdom,21928,JUMBO BAG SCANDINAVIAN PAISLEY,100,1.95,195.0,2011-06-06 12:16:00,7168
555633,14534.0,2011-06-06 12:22:00,United Kingdom,23199,JUMBO BAG APPLES,10,2.08,20.8,2011-06-06 12:22:00,7169
555634,13319.0,2011-06-06 12:29:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,4,10.95,43.8,2011-06-06 12:29:00,7170
555635,13319.0,2011-06-06 12:29:00,United Kingdom,23284,DOORMAT KEEP CALM AND COME IN,2,6.75,13.5,2011-06-06 12:29:00,7170
555637,12535.0,2011-06-06 12:47:00,France,21485,RETROSPOT HEART HOT WATER BOTTLE,9,4.25,38.25,2011-06-06 12:47:00,7171
555638,15150.0,2011-06-06 12:51:00,United Kingdom,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,2.49,19.92,2011-06-06 12:51:00,7172
555640,14475.0,2011-06-06 13:06:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55,15.299999999999999,2011-06-06 13:06:00,7173
555642,18248.0,2011-06-06 13:18:00,United Kingdom,22427,ENAMEL FLOWER JUG CREAM,6,5.95,35.7,2011-06-06 13:18:00,7174
555644,16520.0,2011-06-06 13:24:00,United Kingdom,23081,GREEN METAL BOX ARMY SUPPLIES,1,8.25,8.25,2011-06-06 13:24:00,7175
555645,18016.0,2011-06-06 13:31:00,United Kingdom,22507,MEMO BOARD RETROSPOT  DESIGN,2,4.95,9.9,2011-06-06 13:31:00,7176
555646,14135.0,2011-06-06 13:32:00,United Kingdom,20718,RED RETROSPOT SHOPPER BAG,100,1.25,125.0,2011-06-06 13:32:00,7177
555647,12957.0,2011-06-06 13:43:00,United Kingdom,22840,ROUND CAKE TIN VINTAGE RED,2,7.95,15.9,2011-06-06 13:43:00,7178
555648,14623.0,2011-06-06 13:46:00,United Kingdom,M,Manual,12,1.25,15.0,2011-06-06 13:46:00,7179
555649,15386.0,2011-06-06 13:47:00,United Kingdom,22492,MINI PAINT SET VINTAGE ,36,0.65,23.400000000000002,2011-06-06 13:47:00,7180
555650,14156.0,2011-06-06 13:48:00,EIRE,22423,REGENCY CAKESTAND 3 TIER,3,10.95,32.849999999999994,2011-06-06 13:48:00,7181
555651,17361.0,2011-06-06 14:02:00,United Kingdom,71406C,BLACK ORANGE SQUEEZER,1,0.42,0.42,2011-06-06 14:02:00,7182
555653,17673.0,2011-06-06 14:12:00,United Kingdom,21792,CLASSIC FRENCH STYLE BASKET GREEN ,6,6.75,40.5,2011-06-06 14:12:00,7183
555654,18236.0,2011-06-06 14:13:00,United Kingdom,23298,SPOTTY BUNTING,6,4.95,29.700000000000003,2011-06-06 14:13:00,7184
555691,12843.0,2011-06-06 14:31:00,United Kingdom,23173,REGENCY TEAPOT ROSES ,2,8.15,16.3,2011-06-06 14:31:00,7185
555695,16168.0,2011-06-06 14:32:00,United Kingdom,23301,GARDENERS KNEELING PAD KEEP CALM ,48,1.65,79.19999999999999,2011-06-06 14:32:00,7186
555701,14498.0,2011-06-06 14:34:00,United Kingdom,48129,DOORMAT TOPIARY,2,7.95,15.9,2011-06-06 14:34:00,7187
555702,14201.0,2011-06-06 14:35:00,United Kingdom,84944,SET OF 6 KASHMIR FOLKART BAUBLES,12,4.25,51.0,2011-06-06 14:35:00,7188
555703,15379.0,2011-06-06 15:06:00,United Kingdom,23301,GARDENERS KNEELING PAD KEEP CALM ,12,1.65,19.799999999999997,2011-06-06 15:06:00,7189
555704,14944.0,2011-06-06 15:06:00,United Kingdom,22595,CHRISTMAS GINGHAM HEART,24,0.85,20.4,2011-06-06 15:06:00,7189
555705,14713.0,2011-06-06 15:24:00,United Kingdom,21792,CLASSIC FRENCH STYLE BASKET GREEN ,10,6.75,67.5,2011-06-06 15:24:00,7190
555719,12609.0,2011-06-06 15:31:00,Germany,21090,SET/6 COLLAGE PAPER PLATES,24,0.85,20.4,2011-06-06 15:31:00,7191
555720,16611.0,2011-06-06 15:46:00,United Kingdom,21703,BAG 125g SWIRLY MARBLES,12,0.42,5.04,2011-06-06 15:46:00,7192
555721,15108.0,2011-06-06 16:01:00,European Community,POST,POSTAGE,3,18.0,54.0,2011-06-06 16:01:00,7193
